applicant_id,sector,county,quarter,loan_purpose,owner_education_level,business_age_years,num_employees,monthly_revenue_kes,loan_amount_kes,loan_term_months,interest_rate_pct,collateral_value_kes,debt_to_income_ratio,credit_score,num_previous_loans,missed_payments_count,online_presence_score,customer_satisfaction_score,competitor_density,credit_risk_category
1657,Hospitality,Kisumu,Q2,Inventory Financing,Primary,5.0,5,1719254.0,3024450.0,60,15.44,2261571.0,0.488,497.0,3,0,51.5,4.8,8,Medium
1658,Agriculture,Nairobi,Q1,Inventory Financing,Certificate,1.0,7,2070735.0,5902867.0,48,19.41,7450073.0,0.201,644.0,0,0,42.5,3.4,6,Low
1659,Agriculture,Nakuru,Q1,Equipment Purchase,Bachelors,13.4,4,867930.0,2035165.0,6,10.76,3031794.0,0.64,617.0,3,1,88.3,4.4,5,Low
1660,Retail,Other,Q1,Equipment Purchase,Primary,3.6,7,938763.0,1939347.0,48,22.72,3171599.0,0.549,552.0,1,0,73.3,3.7,11,Low
1661,Retail,Kisumu,Q4,Inventory Financing,Diploma,3.3,6,2409418.0,3021479.0,48,17.04,3420300.0,0.531,567.0,3,0,46.3,3.6,3,Low
1662,Hospitality,Nairobi,Q1,Equipment Purchase,Secondary,5.6,11,1077462.0,3730818.0,12,14.61,3357884.0,0.256,709.0,1,2,28.9,3.3,9,Low
1663,Services,Other,Q1,Equipment Purchase,Diploma,7.4,7,1803868.0,2929389.0,36,13.28,4185053.0,0.217,632.0,3,1,69.6,4.7,11,Low
1664,Hospitality,Nairobi,Q3,Inventory Financing,Secondary,1.8,13,814782.0,1139606.0,12,12.71,,1.015,753.0,0,1,43.4,2.7,10,Medium
1665,Retail,Nairobi,Q3,Equipment Purchase,Secondary,1.4,12,1027189.0,1657494.0,24,13.67,1194366.0,0.172,,2,2,69.9,4.7,2,Low
1666,Agriculture,Kisumu,Q2,Business Expansion,Primary,6.1,8,787906.0,1529687.0,12,15.81,2368259.0,0.134,706.0,3,2,58.6,3.1,4,Low
1667,Retail,Kisumu,Q2,Working Capital,Diploma,7.1,7,2132623.0,4965421.0,18,12.99,,0.128,763.0,0,1,23.6,4.5,5,Low
1668,Retail,Nairobi,Q4,Business Expansion,Certificate,12.1,6,1165609.0,806109.0,48,16.87,893084.0,0.484,,3,1,54.1,4.2,11,Low
1669,Technology,Mombasa,Q2,Equipment Purchase,Diploma,6.2,9,1891446.0,3163471.0,48,14.22,5669381.0,0.59,555.0,1,1,57.7,3.6,5,Low
1670,Hospitality,Nakuru,Q1,Inventory Financing,Secondary,8.3,9,2606836.0,1596122.0,24,17.49,2868374.0,0.419,640.0,1,0,22.3,3.0,4,Low
1671,Agriculture,Mombasa,Q4,Equipment Purchase,Masters,3.7,8,1328130.0,1872750.0,24,13.09,1062824.0,0.053,,3,0,50.8,4.6,8,Low
1672,Hospitality,Nairobi,Q1,Inventory Financing,Primary,4.3,6,1708787.0,2591643.0,60,16.08,2673490.0,0.48,477.0,3,0,94.0,3.5,7,Medium
1673,Retail,Mombasa,Q4,Equipment Purchase,Secondary,7.8,8,7813153.0,19480007.0,6,13.23,25212794.0,0.109,563.0,2,0,67.8,2.8,3,Low
1674,Technology,Mombasa,Q4,Inventory Financing,Diploma,7.2,13,2511380.0,2579346.0,24,19.07,,0.753,606.0,2,0,31.5,3.0,2,Medium
1675,Technology,Nairobi,Q3,Equipment Purchase,Secondary,9.3,3,5061132.0,7687707.0,48,15.57,6663494.0,0.247,604.0,1,0,56.2,2.0,7,Low
1676,Retail,Kisumu,Q2,Business Expansion,Secondary,1.1,7,4262012.0,2305584.0,6,16.53,1191628.0,0.36,813.0,1,1,78.3,3.4,4,Low
1677,Hospitality,Kisumu,Q4,Working Capital,Diploma,2.9,13,2921995.0,4291629.0,6,20.91,6096611.0,0.462,758.0,3,1,46.6,2.9,7,Low
1678,Hospitality,Mombasa,Q1,Business Expansion,Bachelors,7.9,7,2509029.0,8684243.0,60,16.35,13064019.0,0.28,579.0,1,1,40.3,,7,Low
1679,Retail,Nakuru,Q1,Business Expansion,Bachelors,5.2,13,602690.0,1674959.0,60,13.48,1917379.0,0.172,593.0,1,1,53.1,4.5,1,Medium
1680,Manufacturing,Other,Q4,Working Capital,Secondary,1.1,14,2225224.0,5281277.0,60,15.21,,0.428,630.0,1,2,14.4,3.2,6,High
1681,Services,Nakuru,Q2,Equipment Purchase,Diploma,0.6,7,845956.0,1476775.0,12,14.32,2240973.0,0.698,639.0,3,2,28.0,3.6,6,Medium
1682,Services,Nairobi,Q1,Inventory Financing,Primary,0.2,13,672340.0,493657.0,18,17.76,,0.828,464.0,7,0,99.3,,11,High
1683,Manufacturing,Other,Q3,Working Capital,Bachelors,2.2,9,1574580.0,3709704.0,18,21.32,,0.309,570.0,0,1,46.0,4.3,10,Medium
1684,Retail,Nairobi,Q4,Equipment Purchase,Diploma,2.4,4,3457574.0,9246270.0,24,21.08,7312254.0,0.094,577.0,2,1,52.1,4.9,4,Low
1685,Retail,Other,Q4,Inventory Financing,Bachelors,3.7,6,2471730.0,4902393.0,60,15.39,2473971.0,0.187,464.0,1,1,60.4,5.0,4,Low
1686,Agriculture,Mombasa,Q2,Equipment Purchase,Secondary,8.2,9,2866925.0,3694395.0,12,15.89,1522425.0,0.403,764.0,2,3,42.3,4.1,7,Low
1687,Manufacturing,Mombasa,Q4,Working Capital,Certificate,7.8,8,2954442.0,10101866.0,18,19.16,,0.345,,3,0,48.0,3.4,6,High
1688,Hospitality,Other,Q4,Equipment Purchase,Bachelors,1.9,7,2716954.0,7817293.0,24,17.97,12175611.0,0.26,657.0,1,0,86.2,2.5,5,Low
1689,Agriculture,Nakuru,Q3,Equipment Purchase,Primary,3.3,8,848198.0,886880.0,48,8.7,1326100.0,0.301,804.0,2,1,41.0,3.0,5,Low
1690,Services,Other,Q2,Inventory Financing,Bachelors,4.5,7,838890.0,905391.0,12,13.18,934315.0,0.343,834.0,1,0,83.6,2.5,8,Low
1691,Retail,Other,Q3,Business Expansion,Bachelors,4.5,11,1801867.0,4317578.0,60,14.37,1724360.0,0.264,558.0,1,1,32.9,2.2,5,Medium
1692,Retail,Nairobi,Q4,Inventory Financing,Bachelors,9.6,8,3586169.0,4467933.0,60,13.69,5548503.0,0.584,724.0,1,1,74.7,2.5,3,Low
1693,Hospitality,Kisumu,Q1,Equipment Purchase,Secondary,8.7,6,1759648.0,6211301.0,24,15.97,3877458.0,0.385,628.0,0,0,55.7,2.8,7,Low
1694,Technology,Eldoret,Q2,Inventory Financing,Bachelors,11.8,5,1157332.0,3435143.0,12,17.28,,0.975,624.0,0,0,56.1,5.0,9,High
1695,Retail,Nairobi,Q3,Inventory Financing,Diploma,6.4,10,1233491.0,2097205.0,36,12.18,1318119.0,0.362,511.0,0,1,51.5,3.7,5,Medium
1696,Retail,Kisumu,Q4,Working Capital,Secondary,4.4,12,1249144.0,3415935.0,48,18.35,4564022.0,0.655,513.0,3,1,55.6,3.2,7,Low
1697,Hospitality,Other,Q2,Business Expansion,Secondary,4.2,7,1111611.0,854216.0,18,15.79,896448.0,0.51,797.0,1,0,62.7,3.6,6,Low
1698,Manufacturing,Nairobi,Q2,Inventory Financing,Bachelors,7.7,8,880207.0,894679.0,12,17.85,,0.787,591.0,0,2,44.1,2.1,6,High
1699,Retail,Nairobi,Q4,Business Expansion,Certificate,8.1,7,5054120.0,6146446.0,12,21.35,5725491.0,0.037,604.0,0,3,40.2,2.9,2,Low
1700,Services,Nairobi,Q2,Inventory Financing,Secondary,10.2,7,2072920.0,6648201.0,24,14.32,3231624.0,0.562,694.0,1,1,58.4,4.0,12,Low
1701,Retail,Nairobi,Q1,Working Capital,Certificate,10.9,11,638356.0,1977644.0,36,10.05,1498834.0,0.306,676.0,1,0,50.7,3.7,9,Low
1702,Manufacturing,Nairobi,Q3,Business Expansion,Diploma,2.2,10,1856751.0,6297805.0,6,14.35,6547543.0,0.25,683.0,2,0,74.7,2.5,6,Low
1703,Retail,Mombasa,Q1,Equipment Purchase,Secondary,2.8,10,2338483.0,3827122.0,12,15.62,1280349.0,0.786,648.0,0,1,97.9,4.6,8,Medium
1704,Services,Other,Q3,Working Capital,Secondary,7.9,10,3085790.0,6916705.0,12,14.39,2330532.0,0.553,734.0,2,1,66.9,4.7,6,Low
1705,Retail,Kisumu,Q2,Inventory Financing,Diploma,2.7,4,855866.0,3007017.0,12,15.1,,0.332,644.0,2,0,33.3,4.2,14,Medium
1706,Services,Kisumu,Q3,Equipment Purchase,Bachelors,7.7,6,532684.0,1601585.0,24,12.71,2027720.0,0.613,718.0,2,1,37.0,3.7,6,Medium
1707,Services,Nairobi,Q2,Business Expansion,Diploma,1.7,8,7233267.0,19375447.0,18,17.36,15493103.0,0.601,588.0,0,1,57.7,3.7,7,Low
1708,Retail,Nairobi,Q3,Inventory Financing,Masters,12.3,16,815278.0,1811308.0,6,20.09,,0.637,759.0,3,2,79.0,3.5,5,Medium
1709,Retail,Other,Q1,Business Expansion,Secondary,9.1,6,724158.0,1633811.0,6,18.08,2411664.0,0.236,675.0,0,0,67.3,4.4,2,Low
1710,Agriculture,Nairobi,Q2,Working Capital,Certificate,5.3,11,1933746.0,1029042.0,24,12.95,,0.895,591.0,0,1,52.1,1.8,7,High
1711,Agriculture,Other,Q4,Working Capital,Certificate,3.5,7,3441730.0,7356000.0,36,15.95,5856587.0,0.39,598.0,2,0,57.9,2.7,6,Low
1712,Agriculture,Nairobi,Q1,Inventory Financing,Certificate,5.5,5,3290755.0,10822706.0,48,17.1,7501129.0,0.199,652.0,0,0,83.8,2.8,6,Low
1713,Services,Nakuru,Q4,Business Expansion,Secondary,1.4,10,952332.0,3206158.0,12,12.8,3702331.0,0.303,771.0,1,0,0.0,3.6,6,Low
1714,Agriculture,Nakuru,Q3,Working Capital,Bachelors,2.8,9,1684794.0,3067897.0,48,15.52,3412694.0,0.564,539.0,3,0,70.2,2.5,6,Low
1715,Agriculture,Nairobi,Q2,Working Capital,Secondary,9.7,12,1128013.0,2430075.0,60,13.31,4092685.0,0.409,685.0,2,0,26.5,3.0,4,Low
1716,Agriculture,Nairobi,Q3,Equipment Purchase,Certificate,4.2,8,1687007.0,4174682.0,18,20.73,4755011.0,0.635,574.0,2,3,9.5,3.3,8,Low
1717,Agriculture,Mombasa,Q2,Working Capital,Certificate,10.4,6,1181651.0,2382038.0,12,18.45,3378359.0,0.085,648.0,1,1,43.3,4.2,5,Low
1718,Hospitality,Nairobi,Q3,Inventory Financing,Doctorate,6.1,9,8810342.0,27426795.0,18,16.41,,0.289,722.0,2,0,43.4,4.2,3,Medium
1719,Retail,Nairobi,Q1,Working Capital,Secondary,1.8,10,3533906.0,5286659.0,6,9.75,,0.081,,3,0,38.5,4.0,5,Low
1720,Hospitality,Nairobi,Q2,Inventory Financing,Diploma,0.7,11,1418659.0,4829971.0,48,17.82,,0.483,513.0,3,2,69.6,2.8,2,High
1721,Retail,Nairobi,Q2,Business Expansion,Secondary,5.2,4,1564901.0,4720498.0,6,12.34,1703865.0,0.382,687.0,3,2,12.5,3.9,6,Medium
1722,Retail,Mombasa,Q4,Equipment Purchase,Bachelors,2.9,12,4084412.0,9980883.0,36,18.61,6356320.0,0.375,564.0,0,0,50.4,3.8,6,Low
1723,Services,Nairobi,Q4,Business Expansion,Certificate,3.7,8,1069266.0,2635043.0,24,19.51,3996482.0,0.384,626.0,0,2,13.7,2.9,0,Low
1724,Retail,Nairobi,Q2,Business Expansion,Primary,18.1,6,1702111.0,3935260.0,48,19.46,3111860.0,0.42,,1,1,11.1,3.1,7,Low
1725,Retail,Mombasa,Q3,Working Capital,Diploma,5.4,7,1268948.0,961866.0,24,15.94,,0.383,850.0,2,1,65.7,5.0,4,Low
1726,Agriculture,Nakuru,Q4,Equipment Purchase,Secondary,2.9,8,1685861.0,2961506.0,18,13.07,5150127.0,0.115,603.0,3,0,98.3,3.5,3,Low
1727,Hospitality,Nairobi,Q2,Working Capital,Secondary,4.1,6,5103426.0,4860376.0,60,16.75,,0.588,602.0,0,1,35.8,4.3,4,Medium
1728,Retail,Other,Q1,Working Capital,Secondary,6.2,10,1141077.0,2003996.0,24,16.93,3024152.0,0.558,580.0,1,0,64.6,3.9,6,Low
1729,Hospitality,Mombasa,Q4,Inventory Financing,Primary,2.3,8,730844.0,1288473.0,12,8.0,,0.526,726.0,0,0,48.0,,10,Medium
1730,Agriculture,Other,Q3,Inventory Financing,Bachelors,1.7,9,780507.0,1549881.0,48,13.61,,0.119,591.0,1,1,60.6,3.1,9,Medium
1731,Manufacturing,Nairobi,Q2,Business Expansion,Diploma,11.4,6,1238248.0,3873876.0,18,17.86,5470591.0,0.418,608.0,0,0,43.5,3.3,8,Low
1732,Technology,Nairobi,Q4,Working Capital,Diploma,6.2,7,701652.0,2013407.0,18,14.71,,0.681,630.0,4,1,66.6,3.2,5,High
1733,Services,Nairobi,Q4,Business Expansion,Diploma,12.0,11,832632.0,465032.0,24,19.73,297114.0,0.184,619.0,1,0,76.7,3.6,7,Low
1734,Hospitality,Other,Q1,Business Expansion,Certificate,3.1,4,957506.0,1056653.0,12,16.08,675999.0,0.203,655.0,0,0,53.0,5.0,4,Low
1735,Agriculture,Mombasa,Q2,Equipment Purchase,Certificate,2.7,7,2280064.0,2538064.0,36,17.37,3977736.0,0.517,714.0,2,0,32.8,2.4,3,Low
1736,Hospitality,Other,Q4,Equipment Purchase,Certificate,3.1,7,1954196.0,1603174.0,36,17.31,958022.0,0.142,734.0,3,0,13.2,2.5,5,Low
1737,Retail,Nakuru,Q1,Business Expansion,Bachelors,1.9,5,1290114.0,1713166.0,18,17.32,1709526.0,0.27,551.0,2,0,51.1,4.9,2,Low
1738,Technology,Nairobi,Q2,Working Capital,Secondary,2.2,6,2081574.0,4007277.0,24,19.83,,0.43,641.0,5,1,37.2,3.0,8,Medium
1739,Retail,Mombasa,Q3,Equipment Purchase,Secondary,5.6,8,1762168.0,6065078.0,36,14.94,6894256.0,0.353,633.0,2,0,73.1,3.9,10,Low
1740,Retail,Nairobi,Q1,Working Capital,Primary,5.6,2,1593735.0,1606293.0,6,12.87,1961110.0,0.746,589.0,0,0,56.2,1.3,6,Medium
1741,Manufacturing,Mombasa,Q2,Equipment Purchase,Secondary,4.4,10,946666.0,458446.0,48,11.54,492499.0,0.374,498.0,2,1,92.6,4.2,11,Medium
1742,Agriculture,Eldoret,Q2,Equipment Purchase,Diploma,3.9,10,2815488.0,1612340.0,6,16.24,2824669.0,0.259,531.0,1,1,29.8,3.9,6,Low
1743,Hospitality,Nairobi,Q1,Equipment Purchase,Diploma,9.6,7,1772427.0,2312598.0,60,12.1,2652417.0,0.276,824.0,1,1,76.8,4.4,6,Low
1744,Technology,Other,Q3,Inventory Financing,Bachelors,9.2,13,1570495.0,1275084.0,18,12.58,,0.357,687.0,3,1,61.1,3.6,7,Low
1745,Hospitality,Mombasa,Q3,Inventory Financing,Diploma,7.6,9,1389000.0,777454.0,60,16.56,,0.53,623.0,2,0,31.8,4.2,7,Medium
1746,Agriculture,Mombasa,Q2,Business Expansion,Primary,11.2,7,2032598.0,1296346.0,48,14.76,831042.0,0.185,612.0,2,1,14.0,5.0,9,Medium
1747,Retail,Nakuru,Q2,Inventory Financing,Certificate,6.9,8,1643720.0,3285993.0,12,15.24,,0.113,456.0,4,0,35.8,2.6,6,Medium
1748,Services,Nairobi,Q4,Equipment Purchase,Certificate,5.1,5,764579.0,615108.0,12,21.07,279243.0,0.309,639.0,5,0,0.0,3.5,5,Medium
1749,Retail,Nakuru,Q2,Working Capital,Secondary,7.2,6,1184220.0,802701.0,48,16.93,857265.0,0.353,632.0,2,0,57.3,3.2,9,Medium
1750,Hospitality,Mombasa,Q1,Inventory Financing,Diploma,9.3,5,828548.0,1220091.0,18,14.19,,0.601,614.0,2,0,25.7,4.2,4,Medium
1751,Services,Mombasa,Q1,Working Capital,Bachelors,16.5,3,293242.0,897129.0,18,15.77,1543591.0,0.471,552.0,0,0,80.8,3.7,5,Low
1752,Technology,Nairobi,Q2,Business Expansion,Primary,4.5,13,721815.0,1481884.0,12,12.54,1673651.0,0.168,691.0,3,2,63.9,,5,Low
1753,Technology,Nairobi,Q1,Business Expansion,Diploma,5.0,12,9014221.0,22561568.0,60,16.2,33461330.0,0.307,505.0,3,0,65.5,2.9,5,Low
1754,Services,Other,Q2,Working Capital,Secondary,1.8,6,510505.0,1398934.0,24,17.38,,0.179,533.0,2,0,62.4,3.9,2,Medium
1755,Retail,Kisumu,Q2,Working Capital,Bachelors,3.1,9,1535598.0,3114148.0,6,20.1,4533809.0,0.976,676.0,2,0,52.6,3.5,6,Low
1756,Retail,Mombasa,Q2,Business Expansion,Diploma,1.7,6,2641491.0,8886048.0,12,17.09,11831811.0,0.098,590.0,2,1,76.9,4.3,6,Low
1757,Agriculture,Eldoret,Q3,Inventory Financing,Primary,3.9,9,1488501.0,2306381.0,6,16.21,2580846.0,0.292,755.0,2,2,76.8,1.7,7,Low
1758,Retail,Other,Q2,Equipment Purchase,Diploma,4.2,11,1558665.0,2556110.0,12,16.82,903818.0,0.556,669.0,3,2,39.3,3.8,9,Medium
1759,Technology,Nairobi,Q1,Equipment Purchase,Secondary,9.3,7,922505.0,1127043.0,60,16.54,1357947.0,0.154,621.0,0,1,31.0,3.8,9,Low
1760,Retail,Other,Q1,Business Expansion,Secondary,4.8,11,1051836.0,2711346.0,18,14.64,1390722.0,0.902,799.0,1,0,28.8,3.8,6,Medium
1761,Hospitality,Nairobi,Q4,Business Expansion,Diploma,3.5,8,1039056.0,1960262.0,18,10.05,1511602.0,0.331,719.0,4,1,32.7,4.5,7,Low
1762,Retail,Kisumu,Q1,Equipment Purchase,Certificate,2.8,9,763736.0,1318574.0,12,14.3,909835.0,0.789,758.0,0,1,54.9,3.9,6,Medium
1763,Retail,Nairobi,Q2,Business Expansion,Masters,1.9,15,1467664.0,3868409.0,24,17.12,1245341.0,0.172,629.0,1,1,29.7,3.2,8,Medium
1764,Agriculture,Nairobi,Q2,Business Expansion,Bachelors,12.1,8,2808067.0,2556292.0,24,17.63,4166455.0,0.267,560.0,3,2,66.3,,4,Low
1765,Retail,Mombasa,Q4,Inventory Financing,Bachelors,9.0,8,3231806.0,7277946.0,24,16.34,,0.635,546.0,4,1,58.8,2.6,5,High
1766,Services,Kisumu,Q3,Equipment Purchase,Certificate,2.0,7,4972088.0,16415560.0,36,15.24,13584378.0,0.474,606.0,3,3,36.8,3.9,7,Low
1767,Manufacturing,Mombasa,Q3,Business Expansion,Bachelors,4.9,6,2500658.0,8792109.0,12,14.15,14045431.0,0.391,716.0,1,1,29.4,5.0,6,Low
1768,Hospitality,Nakuru,Q2,Working Capital,Primary,2.3,5,13886773.0,26772709.0,48,14.8,20707664.0,0.325,727.0,5,0,32.1,,7,Low
1769,Services,Other,Q4,Working Capital,Bachelors,6.0,5,1948680.0,4132497.0,24,11.88,,0.1,586.0,0,0,63.7,3.7,7,Medium
1770,Services,Nairobi,Q3,Inventory Financing,Certificate,7.8,10,866817.0,2989219.0,48,21.91,,0.104,741.0,1,1,48.0,5.0,5,Medium
1771,Hospitality,Nairobi,Q4,Working Capital,Bachelors,4.1,8,660608.0,1438734.0,48,14.84,556342.0,0.119,621.0,1,2,70.1,3.5,2,Medium
1772,Services,Kisumu,Q2,Equipment Purchase,Primary,1.0,7,1924642.0,6050883.0,36,16.21,9175729.0,0.511,747.0,0,1,73.7,5.0,4,Low
1773,Technology,Mombasa,Q1,Inventory Financing,Diploma,2.2,13,2881967.0,4935388.0,6,17.13,,0.326,589.0,3,1,62.9,3.8,7,Medium
1774,Manufacturing,Nairobi,Q2,Working Capital,Primary,2.5,7,3076500.0,7095846.0,48,12.97,,0.651,637.0,1,1,45.3,2.8,5,High
1775,Hospitality,Kisumu,Q4,Business Expansion,Secondary,16.3,10,2051498.0,1694419.0,48,12.56,1993991.0,0.509,531.0,3,0,38.8,4.1,8,Low
1776,Technology,Nakuru,Q1,Working Capital,Diploma,12.0,9,4548943.0,3230654.0,48,13.73,,0.332,850.0,2,0,52.5,2.6,6,Low
1777,Technology,Other,Q3,Business Expansion,Secondary,7.2,5,1862322.0,3377280.0,12,15.75,3449138.0,0.339,572.0,2,0,62.3,3.4,5,Low
1778,Hospitality,Other,Q1,Inventory Financing,Diploma,2.7,4,1306822.0,3329499.0,48,17.96,,0.828,660.0,1,0,18.2,3.4,8,High
1779,Retail,Other,Q4,Inventory Financing,Diploma,3.0,8,1526270.0,4204420.0,18,13.77,3736954.0,0.494,597.0,3,0,68.4,4.9,2,Low
1780,Services,Nairobi,Q4,Inventory Financing,Secondary,2.7,9,1790749.0,3048490.0,12,14.11,4836762.0,0.453,645.0,2,1,62.8,3.2,8,Low
1781,Manufacturing,Other,Q3,Equipment Purchase,Diploma,8.2,5,2732046.0,8634597.0,12,13.16,7417328.0,0.169,632.0,3,0,61.7,2.4,5,Low
1782,Retail,Nakuru,Q2,Equipment Purchase,Certificate,1.0,10,739652.0,1505217.0,18,16.43,1963839.0,0.173,697.0,3,2,81.4,2.5,4,Low
1783,Agriculture,Nairobi,Q3,Working Capital,Primary,8.8,11,921207.0,1463145.0,48,16.29,,0.779,593.0,4,0,33.5,4.7,4,High
1784,Hospitality,Other,Q2,Working Capital,Bachelors,1.6,8,3574488.0,5913157.0,6,18.17,,0.583,725.0,2,0,52.2,3.7,3,Medium
1785,Technology,Nairobi,Q3,Business Expansion,Bachelors,9.7,7,1466696.0,1101915.0,12,19.45,700047.0,0.148,741.0,3,0,53.5,3.6,8,Low
1786,Hospitality,Nakuru,Q1,Working Capital,Bachelors,7.2,4,3890050.0,2491480.0,12,17.24,,0.218,579.0,1,1,32.8,4.4,5,Medium
1787,Retail,Nakuru,Q2,Inventory Financing,Masters,5.1,11,2679208.0,2773779.0,60,15.06,1481562.0,0.566,714.0,7,0,51.9,3.7,9,Low
1788,Retail,Other,Q4,Working Capital,Certificate,5.2,6,2148551.0,7294070.0,12,14.21,,0.1,671.0,5,1,92.7,3.0,6,Medium
1789,Hospitality,Nakuru,Q1,Business Expansion,Diploma,3.8,9,3794069.0,13170505.0,24,16.58,19015217.0,0.083,494.0,1,0,65.1,3.0,1,Low
1790,Technology,Other,Q3,Equipment Purchase,Diploma,19.3,9,1904776.0,1139865.0,24,15.25,1651483.0,0.59,711.0,4,0,22.6,3.8,8,Low
1791,Retail,Nairobi,Q2,Business Expansion,Primary,3.8,7,2656354.0,2983837.0,18,16.94,3120063.0,0.622,617.0,1,1,34.7,2.7,5,Low
1792,Agriculture,Nairobi,Q3,Business Expansion,Bachelors,4.9,9,2993909.0,9627511.0,60,18.31,17091852.0,0.622,692.0,4,0,20.4,4.2,6,Low
1793,Technology,Nairobi,Q3,Working Capital,Secondary,5.6,5,3531297.0,6729547.0,36,13.88,8029389.0,0.472,626.0,5,0,73.3,4.0,4,Low
1794,Retail,Kisumu,Q4,Inventory Financing,Certificate,3.7,9,926417.0,579865.0,12,17.56,,0.563,659.0,1,0,63.9,2.1,9,Medium
1795,Hospitality,Mombasa,Q3,Business Expansion,Diploma,11.4,6,1881193.0,1681053.0,36,16.1,1868656.0,0.115,709.0,2,1,100.0,4.2,6,Low
1796,Services,Nairobi,Q1,Business Expansion,Diploma,2.5,8,4575403.0,2976586.0,36,11.36,1617445.0,0.091,705.0,0,0,58.3,4.1,7,Low
1797,Retail,Nairobi,Q3,Business Expansion,Secondary,2.8,5,2736109.0,4182600.0,12,18.42,7022291.0,0.308,598.0,1,0,36.1,2.9,4,Low
1798,Technology,Kisumu,Q3,Equipment Purchase,Bachelors,1.1,3,4082234.0,10454485.0,18,15.57,3490267.0,0.585,512.0,1,1,35.8,2.7,5,Low
1799,Services,Mombasa,Q2,Inventory Financing,Primary,6.4,9,4957691.0,15252163.0,60,13.81,,0.509,624.0,1,1,19.8,2.7,11,High
1800,Retail,Eldoret,Q1,Equipment Purchase,Diploma,3.7,15,1182701.0,2636235.0,12,17.67,1537534.0,0.339,664.0,1,2,81.6,,5,Medium
1801,Agriculture,Mombasa,Q4,Working Capital,Secondary,5.5,5,1759822.0,3027018.0,24,18.68,3600499.0,0.539,638.0,4,2,83.0,,6,Low
1802,Agriculture,Other,Q3,Equipment Purchase,Masters,8.4,7,4805319.0,12328613.0,12,12.77,14690581.0,0.265,568.0,2,1,82.3,3.2,4,Low
1803,Manufacturing,Eldoret,Q2,Inventory Financing,Masters,2.9,10,2450267.0,4901375.0,60,15.19,,0.319,673.0,0,1,93.9,3.3,9,Medium
1804,Hospitality,Mombasa,Q2,Inventory Financing,Bachelors,2.5,8,963839.0,2201245.0,36,11.78,3039678.0,0.111,815.0,1,0,50.2,3.0,5,Low
1805,Hospitality,Mombasa,Q4,Business Expansion,Bachelors,3.2,9,2327268.0,6907278.0,12,14.86,10721384.0,0.554,456.0,2,1,51.7,3.2,6,Low
1806,Retail,Nairobi,Q3,Equipment Purchase,Bachelors,13.7,12,2594411.0,1683273.0,24,16.38,624968.0,0.472,558.0,2,0,58.4,3.5,5,Medium
1807,Hospitality,Nairobi,Q4,Business Expansion,Diploma,1.4,8,1194319.0,1817078.0,60,16.25,2090564.0,1.093,635.0,1,1,51.4,2.8,6,Medium
1808,Retail,Mombasa,Q1,Equipment Purchase,Bachelors,9.8,7,1471550.0,4292740.0,24,15.67,1788060.0,0.375,713.0,3,0,72.6,3.2,7,Low
1809,Technology,Mombasa,Q1,Inventory Financing,Bachelors,7.5,7,3354105.0,3305224.0,12,20.18,,0.519,713.0,2,0,61.1,3.6,5,Medium
1810,Services,Nairobi,Q2,Inventory Financing,Secondary,10.3,9,3036597.0,4739005.0,48,18.22,,0.261,721.0,1,2,78.4,1.5,5,Low
1811,Hospitality,Mombasa,Q4,Business Expansion,Bachelors,6.1,8,876568.0,1570273.0,24,16.72,1881577.0,0.3,759.0,1,1,37.1,,4,Low
1812,Manufacturing,Nairobi,Q3,Inventory Financing,Secondary,4.8,8,970491.0,711154.0,12,16.64,,0.205,774.0,2,1,69.1,3.1,5,Low
1813,Agriculture,Other,Q1,Business Expansion,Certificate,1.8,7,1382079.0,4249333.0,18,15.79,4107814.0,0.564,649.0,3,0,21.9,4.3,7,Low
1814,Hospitality,Kisumu,Q4,Inventory Financing,Secondary,4.6,10,1777148.0,919938.0,48,14.06,,0.543,618.0,2,2,50.2,5.0,6,High
1815,Hospitality,Nairobi,Q1,Business Expansion,Diploma,4.6,8,1674547.0,4662915.0,24,13.22,2549763.0,0.451,485.0,0,1,18.6,3.6,2,Medium
1816,Technology,Nairobi,Q2,Working Capital,Diploma,2.0,9,979566.0,750646.0,60,15.3,1172200.0,0.436,709.0,0,1,65.4,4.2,4,Low
1817,Hospitality,Nairobi,Q3,Business Expansion,Bachelors,10.2,7,2336692.0,2610474.0,48,17.56,1028334.0,0.196,746.0,0,1,68.0,4.1,9,Low
1818,Agriculture,Nairobi,Q1,Business Expansion,Bachelors,11.8,5,511565.0,1487981.0,18,13.98,1251334.0,0.269,639.0,3,0,60.3,4.2,6,Medium
1819,Technology,Mombasa,Q2,Equipment Purchase,Primary,1.4,7,957919.0,654779.0,36,9.87,336168.0,0.589,723.0,1,0,40.3,4.3,4,Medium
1820,Hospitality,Nairobi,Q1,Working Capital,Secondary,8.2,5,1862640.0,3563541.0,12,17.72,,0.526,614.0,1,2,17.9,3.3,7,High
1821,Services,Nairobi,Q4,Equipment Purchase,Primary,7.5,9,1809895.0,6305566.0,18,15.03,4981942.0,0.372,660.0,1,1,63.2,4.0,5,Low
1822,Retail,Nakuru,Q3,Inventory Financing,Bachelors,9.8,7,1737633.0,6018980.0,18,17.97,3029356.0,0.136,,2,0,60.4,3.9,2,Low
